time,accel_x,accel_y,accel_z
0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0,0.0
870,0.0,0.0,0.0,0.0,0.0,0.0
1350,0.0,0.0,0.0,0.0,0.0,0.0
1830,0.0,0.0,0.0,0.0,0.0,0.0
2311,0.0,0.0,0.0,0.0,0.0,0.0
2761,0.0,0.0,0.0,0.0,0.0,0.0
3211,0.0,0.0,0.0,0.0,0.0,0.0
3690,0.0,0.0,0.0,0.0,0.0,0.0
4110,0.0,0.0,0.0,0.0,0.0,0.0
4530,0.0,0.0,0.0,0.0,0.0,0.0
4981,0.0,0.0,0.0,0.0,0.0,0.0
5460,0.0,0.0,0.0,0.0,0.0,0.0
5881,0.0,0.0,0.0,0.0,0.0,0.0
6301,0.0,0.0,0.0,0.0,0.0,0.0
6778,0.3357439935207367,-0.669048011302948,0.6778320074081421,-0.41999998688697815,-1.1200000047683716,0.9800000190734863
7349,0.33525601029396057,-0.6719759702682495,0.6792960166931152,0.5600000023841858,-1.190000057220459,0.8399999737739563
7888,0.33476799726486206,-0.6710000038146973,0.6797839999198914,0.2800000011920929,-1.190000057220459,0.5600000023841858
8489,0.33428001403808594,-0.6666079759597778,0.6749039888381958,1.1200000047683716,-1.3300000429153442,0.8399999737739563
9060,0.33671998977661133,-0.6729519963264465,0.6758800148963928,0.07000000029802322,-0.9800000190734863,1.0499999523162842
9566,0.33476799726486206,-0.6695359945297241,0.6817359924316406,0.6299999952316284,-1.1200000047683716,0.7699999809265137
10079,0.3333039879798889,-0.669048011302948,0.6792960166931152,0.6299999952316284,-1.190000057220459,0.699999988079071
10559,0.33428001403808594,-0.6705120205879211,0.6812480092048645,0.20999999344348907,-0.9800000190734863,0.699999988079071
11161,0.3362320065498352,-0.6710000038146973,0.6797839999198914,0.3499999940395355,-1.1200000047683716,0.7699999809265137
11731,0.3362320065498352,-0.668071985244751,0.6792960166931152,0.41999998688697815,-1.1200000047683716,0.8399999737739563
12270,0.33671998977661133,-0.6714879870414734,0.6802719831466675,0.3499999940395355,-1.1200000047683716,0.699999988079071
12781,0.33525601029396057,-0.6685600280761719,0.677344024181366,0.3499999940395355,-1.1200000047683716,0.8399999737739563
13261,0.33476799726486206,-0.6685600280761719,0.6768559813499451,0.41999998688697815,-1.1200000047683716,0.7699999809265137
13769,0.33671998977661133,-0.6700239777565002,0.6783199906349182,0.3499999940395355,-1.0499999523162842,0.699999988079071
14280,0.33525601029396057,-0.6714879870414734,0.677344024181366,0.41999998688697815,-1.1200000047683716,0.7699999809265137
14877,0.3357439935207367,-0.6705120205879211,0.6778320074081421,0.41999998688697815,-1.190000057220459,0.699999988079071
